ID,LanguageName,Language,Latitude,Longitude,Family,Concept,Segments,ConceptB,SegmentsB,Colexification
967,Berik,beri1254,-2.26904,138.866,Tor-Orya,SALTY,"f i n i b e r e",SWEET,"a b a b a l a",0
968,Berik,beri1254,-2.26904,138.866,Tor-Orya,SOUR,"s i r a",SWEET,"a b a b a l a",0
969,Berta,bert1248,10.6474,34.7042,,BITTER,"kʼ a sʼ i",SALTY,"kʼ o r i",0
970,Berta,bert1248,10.6474,34.7042,,BITTER,"kʼ a sʼ i",SOUR,"sʼ u θ i",0
971,Berta,bert1248,10.6474,34.7042,,BITTER,"kʼ a sʼ i",SWEET,"sʼ a b i",0
972,Berta,bert1248,10.6474,34.7042,,SALTY,"kʼ o r i",SOUR,"sʼ u θ i",0
973,Berta,bert1248,10.6474,34.7042,,SALTY,"kʼ o r i",SWEET,"sʼ a b i",0
974,Berta,bert1248,10.6474,34.7042,,SOUR,"sʼ u θ i",SWEET,"sʼ a b i",0
977,Bezhta,bezh1248,42.0833,46.1667,Nakh-Daghestanian,BITTER,"n i qʼ aː",SALTY,"ts i x aː",0
978,Bezhta,bezh1248,42.0833,46.1667,Nakh-Daghestanian,BITTER,"n i qʼ aː",SOUR,"tʃ a tʃ a l o",0
979,Bezhta,bezh1248,42.0833,46.1667,Nakh-Daghestanian,BITTER,"n i qʼ aː",SWEET,"n i j aː",0
975,Bezhta,bezh1248,42.0833,46.1667,Nakh-Daghestanian,SALTY,"ts i x aː",SOUR,"tʃ a tʃ a l o",0
976,Bezhta,bezh1248,42.0833,46.1667,Nakh-Daghestanian,SALTY,"ts i x aː",SWEET,"n i j aː",0
980,Bezhta,bezh1248,42.0833,46.1667,Nakh-Daghestanian,SOUR,"tʃ a tʃ a l o",SWEET,"n i j aː",0
359,"Biao Min",biao1254,25.82286,111.29622,Hmong-Mien,BITTER,"ʔ i n ³³",SALTY,"dz a ³¹",0
360,"Biao Min",biao1254,25.82286,111.29622,Hmong-Mien,BITTER,"ʔ i n ³³",SOUR,"s ui ³³",0
361,"Biao Min",biao1254,25.82286,111.29622,Hmong-Mien,BITTER,"ʔ i n ³³",SWEET,"k a n ³³",0
362,"Biao Min",biao1254,25.82286,111.29622,Hmong-Mien,SALTY,"dz a ³¹",SOUR,"s ui ³³",0
363,"Biao Min",biao1254,25.82286,111.29622,Hmong-Mien,SALTY,"dz a ³¹",SWEET,"k a n ³³",0
358,"Biao Min",biao1254,25.82286,111.29622,Hmong-Mien,SOUR,"s ui ³³",SWEET,"k a n ³³",0
56,"Bugun Bichom",bich1234,27.272159,92.574219,Sino-Tibetan,BITTER,"kʰ o u",SOUR,"tʃ u ŋ",0
57,"Bugun Bichom",bich1234,27.272159,92.574219,Sino-Tibetan,BITTER,"kʰ o u",SWEET,"pʰ i j a ŋ",0
58,"Bugun Bichom",bich1234,27.272159,92.574219,Sino-Tibetan,SOUR,"tʃ u ŋ",SWEET,"pʰ i j a ŋ",0
1397,Ongota,bira1253,5.29807,37.025,,BITTER,"ts a q a m",SALTY,"ts a q a m",1
1398,Ongota,bira1253,5.29807,37.025,,BITTER,"ts a q a m",SWEET,"a bː a",0
1399,Ongota,bira1253,5.29807,37.025,,SALTY,"ts a q a m",SWEET,"a bː a",0
2358,Blagar,blag1240,-8.31787,124.251,Timor-Alor-Pantar,BITTER,"k a m a l a",SALTY,"k ə m a l a",0
2359,Blagar,blag1240,-8.31787,124.251,Timor-Alor-Pantar,BITTER,"k a m a l a",SOUR,"k ə l i k i l",0
2360,Blagar,blag1240,-8.31787,124.251,Timor-Alor-Pantar,BITTER,"k a m a l a",SWEET,"t e ŋ g e",0
2362,Blagar,blag1240,-8.31787,124.251,Timor-Alor-Pantar,SALTY,"k ə m a l a",SOUR,"k ə l i k i l",0
2363,Blagar,blag1240,-8.31787,124.251,Timor-Alor-Pantar,SALTY,"k ə m a l a",SWEET,"t e ŋ g e",0
2361,Blagar,blag1240,-8.31787,124.251,Timor-Alor-Pantar,SOUR,"k ə l i k i l",SWEET,"t e ŋ g e",0
1760,Boka,boga1251,10.188,12.936,Afro-Asiatic,BITTER,"ɗ ɔ x + ɗ ɔ x",SOUR,"ɓ ə ŋ + ɓ ə ŋ",0
1761,Boka,boga1251,10.188,12.936,Afro-Asiatic,BITTER,"ɗ ɔ x + ɗ ɔ x",SWEET,"n ɛ b + n ɛ b",0
1759,Boka,boga1251,10.188,12.936,Afro-Asiatic,SOUR,"ɓ ə ŋ + ɓ ə ŋ",SWEET,"n ɛ b + n ɛ b",0
1772,Burma,bogh1241,9.49679,10.11454,Afro-Asiatic,BITTER,"g a r ə ŋ n a",SOUR,"ŋ ə ŋ ɨ n a",0
1773,Burma,bogh1241,9.49679,10.11454,Afro-Asiatic,BITTER,"g a r ə ŋ n a",SWEET,"b ɨ l b ɨ l e",0
1771,Burma,bogh1241,9.49679,10.11454,Afro-Asiatic,SOUR,"ŋ ə ŋ ɨ n a",SWEET,"b ɨ l b ɨ l e",0
843,Najamba,bond1248,14.9,-3.42,Dogon,BITTER,"g a l i + j e",SWEET,"ɛ l i + j e",0
981,Bororo,boro1282,-16.6029,-55.2004,Bororoan,BITTER,"dʒ i r̪ i",SOUR,"p a g ə d̪ ɨ",0
982,Bororo,boro1282,-16.6029,-55.2004,Bororoan,BITTER,"dʒ i r̪ i",SWEET,"b e̞ t̪ u",0
983,Bororo,boro1282,-16.6029,-55.2004,Bororoan,SOUR,"p a g ə d̪ ɨ",SWEET,"b e̞ t̪ u",0
433,Breton,bret1244,48.25,-3.79,Indo-European,BITTER,"h w ɛ ʀ o",SOUR,"t ʀ ɛ̃ ŋ",0
434,Breton,bret1244,48.25,-3.79,Indo-European,BITTER,"h w ɛ ʀ o",SWEET,"d uː s",0
435,Breton,bret1244,48.25,-3.79,Indo-European,SOUR,"t ʀ ɛ̃ ŋ",SWEET,"d uː s",0
2201,Bulgarian,bulg1262,42.7,23.8,Indo-European,BITTER,"g ɔ r tʃ i f",SOUR,"k i s ɛ lˠ",0
2202,Bulgarian,bulg1262,42.7,23.8,Indo-European,BITTER,"g ɔ r tʃ i f",SWEET,"s lˠ a d ɤ k",0
2203,Bulgarian,bulg1262,42.7,23.8,Indo-European,SOUR,"k i s ɛ lˠ",SWEET,"s lˠ a d ɤ k",0
2452,Stieng,bulo1242,11.9777,106.798,Austroasiatic,BITTER,"t a ŋ",SOUR,"s r a t",0
2453,Stieng,bulo1242,11.9777,106.798,Austroasiatic,BITTER,"t a ŋ",SWEET,"l ə ŋ oː t",0
2454,Stieng,bulo1242,11.9777,106.798,Austroasiatic,SOUR,"s r a t",SWEET,"l ə ŋ oː t",0
840,Bunoge,buno1241,14.65,-3.79,Dogon,BITTER,"k a r + k a r + g a",SWEET,"d e n dʒ i",0
1769,Bura,bura1292,10.4822,12.3007,Afro-Asiatic,BITTER,"ɗ ɪ ɗ a h u",SOUR,"m u m w ə s u",0
1770,Bura,bura1292,10.4822,12.3007,Afro-Asiatic,BITTER,"ɗ ɪ ɗ a h u",SWEET,"n ɨ n u m",0
1768,Bura,bura1292,10.4822,12.3007,Afro-Asiatic,SOUR,"m u m w ə s u",SWEET,"n ɨ n u m",0
2278,Buryat,buri1258,51.83,107.6,Mongolic-Khitan,BITTER,"g a ʃ uː ŋ",SOUR,"g a ʃ uː ŋ",1
2279,Buryat,buri1258,51.83,107.6,Mongolic-Khitan,BITTER,"g a ʃ uː ŋ",SOUR,"ɛ h ɛ ʃ ɛ h ɛ ŋ",0
2280,Buryat,buri1258,51.83,107.6,Mongolic-Khitan,BITTER,"g a ʃ uː ŋ",SWEET,"s aː x a r t a j",0
2281,Buryat,buri1258,51.83,107.6,Mongolic-Khitan,SOUR,"g a ʃ uː ŋ",SWEET,"s aː x a r t a j",0
2282,Buryat,buri1258,51.83,107.6,Mongolic-Khitan,SOUR,"ɛ h ɛ ʃ ɛ h ɛ ŋ",SWEET,"s aː x a r t a j",0
984,Burushaski,buru1296,36.22,74.82,,BITTER,"g a q a ɻ",SOUR,"ʂ o q u r i k i",0
985,Burushaski,buru1296,36.22,74.82,,BITTER,"g a q a ɻ",SWEET,"o j a m",0
986,Burushaski,buru1296,36.22,74.82,,SOUR,"ʂ o q u r i k i",SWEET,"o j a m",0
987,Candoshi-Shapra,cand1248,-4.23835,-76.9347,,BITTER,"k a p ʂ i",SALTY,"j o m i",0
988,Candoshi-Shapra,cand1248,-4.23835,-76.9347,,BITTER,"k a p ʂ i",SWEET,"k a m a",0
989,Candoshi-Shapra,cand1248,-4.23835,-76.9347,,SALTY,"j o m i",SWEET,"k a m a",0
990,"Cavineña",cavi1250,-13.3544,-66.6277,Pano-Tacanan,BITTER,"p a c e d a",SALTY,"b a n o w a h a",0
991,"Cavineña",cavi1250,-13.3544,-66.6277,Pano-Tacanan,BITTER,"p a c e d a",SOUR,"b a s i d a",0
992,"Cavineña",cavi1250,-13.3544,-66.6277,Pano-Tacanan,BITTER,"p a c e d a",SWEET,"w a h a d a",0
993,"Cavineña",cavi1250,-13.3544,-66.6277,Pano-Tacanan,SALTY,"b a n o w a h a",SOUR,"b a s i d a",0
994,"Cavineña",cavi1250,-13.3544,-66.6277,Pano-Tacanan,SALTY,"b a n o w a h a",SWEET,"w a h a d a",0
995,"Cavineña",cavi1250,-13.3544,-66.6277,Pano-Tacanan,SOUR,"b a s i d a",SWEET,"w a h a d a",0
996,Cayuvava,cayu1262,-13.2482,-65.4822,,BITTER,"ũ k a",SALTY,"p a i t æː h a",0
997,Cayuvava,cayu1262,-13.2482,-65.4822,,BITTER,"ũ k a",SWEET,"i t ɔ̃ h ã",0
998,Cayuvava,cayu1262,-13.2482,-65.4822,,SALTY,"p a i t æː h a",SWEET,"i t ɔ̃ h ã",0
257,"Chuanqiandian, Southern Guizhou",cent1394,25.586343,106.323467,Hmong-Mien,BITTER,"ʔ æ n ³²",SALTY,"ɬ ə ⁵⁵",0
258,"Chuanqiandian, Southern Guizhou",cent1394,25.586343,106.323467,Hmong-Mien,BITTER,"ʔ æ n ³²",SOUR,"s u ²²",0
259,"Chuanqiandian, Southern Guizhou",cent1394,25.586343,106.323467,Hmong-Mien,BITTER,"ʔ æ n ³²",SWEET,"h w a ³² + ʐ ɪ ³²",0
260,"Chuanqiandian, Southern Guizhou",cent1394,25.586343,106.323467,Hmong-Mien,SALTY,"ɬ ə ⁵⁵",SOUR,"s u ²²",0
261,"Chuanqiandian, Southern Guizhou",cent1394,25.586343,106.323467,Hmong-Mien,SALTY,"ɬ ə ⁵⁵",SWEET,"h w a ³² + ʐ ɪ ³²",0
256,"Chuanqiandian, Southern Guizhou",cent1394,25.586343,106.323467,Hmong-Mien,SOUR,"s u ²²",SWEET,"h w a ³² + ʐ ɪ ³²",0
2449,Khaonh,cent1992,12.6313,107.301,Austroasiatic,BITTER,"t a ŋ",SOUR,"s ə ɣ aː t",0
2450,Khaonh,cent1992,12.6313,107.301,Austroasiatic,BITTER,"t a ŋ",SWEET,"ɲ ə ɲ oː t",0
2451,Khaonh,cent1992,12.6313,107.301,Austroasiatic,SOUR,"s ə ɣ aː t",SWEET,"ɲ ə ɲ oː t",0
219,"Du'an Gaoling",cent2009,24.06382,108.079128,Tai-Kadai,BITTER,"h ɐ m ²³¹",SALTY,"ˀd ɐ ŋ ⁴³³",0
220,"Du'an Gaoling",cent2009,24.06382,108.079128,Tai-Kadai,BITTER,"h ɐ m ²³¹",SOUR,"θ ɔ m ³⁴¹",0
221,"Du'an Gaoling",cent2009,24.06382,108.079128,Tai-Kadai,BITTER,"h ɐ m ²³¹",SWEET,"t j ə m ²³¹",0
217,"Du'an Gaoling",cent2009,24.06382,108.079128,Tai-Kadai,SALTY,"ˀd ɐ ŋ ⁴³³",SOUR,"θ ɔ m ³⁴¹",0
218,"Du'an Gaoling",cent2009,24.06382,108.079128,Tai-Kadai,SALTY,"ˀd ɐ ŋ ⁴³³",SWEET,"t j ə m ²³¹",0
222,"Du'an Gaoling",cent2009,24.06382,108.079128,Tai-Kadai,SOUR,"θ ɔ m ³⁴¹",SWEET,"t j ə m ²³¹",0
1169,Kanuri,cent2050,12.0,13.0,Saharan,BITTER,"tʃ i m",SALTY,"m a n d a a",0
1170,Kanuri,cent2050,12.0,13.0,Saharan,BITTER,"tʃ i m",SOUR,"tʃ a m tʃ a m",0
1171,Kanuri,cent2050,12.0,13.0,Saharan,BITTER,"tʃ i m",SWEET,"k ɨ dʒ i",0
1172,Kanuri,cent2050,12.0,13.0,Saharan,BITTER,"tʃ i m",SWEET,"l e l e",0
1166,Kanuri,cent2050,12.0,13.0,Saharan,SALTY,"m a n d a a",SOUR,"tʃ a m tʃ a m",0
1167,Kanuri,cent2050,12.0,13.0,Saharan,SALTY,"m a n d a a",SWEET,"k ɨ dʒ i",0
1168,Kanuri,cent2050,12.0,13.0,Saharan,SALTY,"m a n d a a",SWEET,"l e l e",0
1173,Kanuri,cent2050,12.0,13.0,Saharan,SOUR,"tʃ a m tʃ a m",SWEET,"k ɨ dʒ i",0
1174,Kanuri,cent2050,12.0,13.0,Saharan,SOUR,"tʃ a m tʃ a m",SWEET,"l e l e",0
2316,"Central Siberian Yupik",cent2128,63.43,-170.27,Eskimo-Aleut,BITTER,"s j u ŋ g̊ a ɣ n i l ŋ g̊ u q",SOUR,"q u g a l ɣ i",0
2317,"Central Siberian Yupik",cent2128,63.43,-170.27,Eskimo-Aleut,BITTER,"s j u ŋ g̊ a ɣ n i l ŋ g̊ u q",SWEET,"m u g a l ŋ g̊ u q",0
2318,"Central Siberian Yupik",cent2128,63.43,-170.27,Eskimo-Aleut,SOUR,"q u g a l ɣ i",SWEET,"m u g a l ŋ g̊ u q",0
934,Aymara,cent2142,-17.0,-68.5,Aymaran,BITTER,"x a χ u",SALTY,"x a j u kʼ a ɾ a",0
935,Aymara,cent2142,-17.0,-68.5,Aymaran,BITTER,"x a χ u",SOUR,"kʼ a l j kʼ u",0
936,Aymara,cent2142,-17.0,-68.5,Aymaran,BITTER,"x a χ u",SWEET,"m u χ s a",0
937,Aymara,cent2142,-17.0,-68.5,Aymaran,SALTY,"x a j u kʼ a ɾ a",SOUR,"kʼ a l j kʼ u",0
938,Aymara,cent2142,-17.0,-68.5,Aymaran,SALTY,"x a j u kʼ a ɾ a",SWEET,"m u χ s a",0
939,Aymara,cent2142,-17.0,-68.5,Aymaran,SOUR,"kʼ a l j kʼ u",SWEET,"m u χ s a",0
1955,Chang,chan1313,26.2667,94.0833,Sino-Tibetan,BITTER,"kʰ a + w ə k b ə",SOUR,"k ai tɕʰ e p b ə",0
1956,Chang,chan1313,26.2667,94.0833,Sino-Tibetan,BITTER,"kʰ a + w ə k b ə",SWEET,"t ei ʃ i k b ə",0
1957,Chang,chan1313,26.2667,94.0833,Sino-Tibetan,SOUR,"k ai tɕʰ e p b ə",SWEET,"t ei ʃ i k b ə",0
1005,Chayahuita,chay1248,-5.63764,-76.8252,Cahuapanan,BITTER,"m a i n",SALTY,"j a m o ɾ a",0
1006,Chayahuita,chay1248,-5.63764,-76.8252,Cahuapanan,BITTER,"m a i n",SOUR,"a i n",0
1007,Chayahuita,chay1248,-5.63764,-76.8252,Cahuapanan,BITTER,"m a i n",SWEET,"k a ʃ i n",0
1008,Chayahuita,chay1248,-5.63764,-76.8252,Cahuapanan,SALTY,"j a m o ɾ a",SOUR,"a i n",0
1009,Chayahuita,chay1248,-5.63764,-76.8252,Cahuapanan,SALTY,"j a m o ɾ a",SWEET,"k a ʃ i n",0
1010,Chayahuita,chay1248,-5.63764,-76.8252,Cahuapanan,SOUR,"a i n",SWEET,"k a ʃ i n",0
2340,Chechen,chec1245,43.5,45.5,Nakh-Daghestanian,BITTER,"qʼ æ ʜ ə",SOUR,"m y s t ə",0
2341,Chechen,chec1245,43.5,45.5,Nakh-Daghestanian,BITTER,"qʼ æ ʜ ə",SWEET,"m e r z ə",0
2342,Chechen,chec1245,43.5,45.5,Nakh-Daghestanian,SOUR,"m y s t ə",SWEET,"m e r z ə",0
798,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SALTY,"h l a m + ʔ o",0
799,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SALTY,"h l a m + ʔ o",0
800,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SALTY,"r a w + ʔ o",0
801,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SALTY,"r a w + ʔ o",0
802,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SOUR,"s r o k + ʔ o",0
803,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SOUR,"s r o k + ʔ o",0
804,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SWEET,"s j o k + ʔ o",0
805,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SWEET,"s j o k + ʔ o",0
816,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SALTY,"h l a m + ʔ o",0
817,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SALTY,"h l a m + ʔ o",0
818,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SALTY,"r a w + ʔ o",0
819,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SALTY,"r a w + ʔ o",0
820,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SOUR,"s r o k + ʔ o",0
821,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SOUR,"s r o k + ʔ o",0
822,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SWEET,"s j o k + ʔ o",0
823,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,BITTER,"k aː m + ʔ o",SWEET,"s j o k + ʔ o",0
806,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"h l a m + ʔ o",SOUR,"s r o k + ʔ o",0
807,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"h l a m + ʔ o",SOUR,"s r o k + ʔ o",0
808,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"h l a m + ʔ o",SWEET,"s j o k + ʔ o",0
809,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"h l a m + ʔ o",SWEET,"s j o k + ʔ o",0
810,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"r a w + ʔ o",SOUR,"s r o k + ʔ o",0
811,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"r a w + ʔ o",SOUR,"s r o k + ʔ o",0
812,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"r a w + ʔ o",SWEET,"s j o k + ʔ o",0
813,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"r a w + ʔ o",SWEET,"s j o k + ʔ o",0
824,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"h l a m + ʔ o",SOUR,"s r o k + ʔ o",0
825,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"h l a m + ʔ o",SOUR,"s r o k + ʔ o",0
826,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"h l a m + ʔ o",SWEET,"s j o k + ʔ o",0
827,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"h l a m + ʔ o",SWEET,"s j o k + ʔ o",0
828,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"r a w + ʔ o",SOUR,"s r o k + ʔ o",0
829,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"r a w + ʔ o",SOUR,"s r o k + ʔ o",0
830,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"r a w + ʔ o",SWEET,"s j o k + ʔ o",0
831,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SALTY,"r a w + ʔ o",SWEET,"s j o k + ʔ o",0
796,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SOUR,"s r o k + ʔ o",SWEET,"s j o k + ʔ o",0
797,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SOUR,"s r o k + ʔ o",SWEET,"s j o k + ʔ o",0
814,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SOUR,"s r o k + ʔ o",SWEET,"s j o k + ʔ o",0
815,Chepang,chep1245,27.7206,84.9017,Sino-Tibetan,SOUR,"s r o k + ʔ o",SWEET,"s j o k + ʔ o",0
420,"Ceq Wong",chew1245,3.8807,102.456,Austroasiatic,BITTER,"k d a k",SALTY,"p t ɔ̃ t",0
421,"Ceq Wong",chew1245,3.8807,102.456,Austroasiatic,BITTER,"k d a k",SOUR,"p c ə s",0
422,"Ceq Wong",chew1245,3.8807,102.456,Austroasiatic,BITTER,"k d a k",SWEET,"g ə h ɛ t",0
418,"Ceq Wong",chew1245,3.8807,102.456,Austroasiatic,SALTY,"p t ɔ̃ t",SOUR,"p c ə s",0
419,"Ceq Wong",chew1245,3.8807,102.456,Austroasiatic,SALTY,"p t ɔ̃ t",SWEET,"g ə h ɛ t",0
423,"Ceq Wong",chew1245,3.8807,102.456,Austroasiatic,SOUR,"p c ə s",SWEET,"g ə h ɛ t",0
1011,Chinook,chin1286,45.1729,-119.166,Chinookan,BITTER,"t ɬ i x ɬ",SOUR,"s i a h a p o s t k o",0
1012,Chinook,chin1286,45.1729,-119.166,Chinookan,BITTER,"t ɬ i x ɬ",SWEET,"ts eː",0
1013,Chinook,chin1286,45.1729,-119.166,Chinookan,SOUR,"s i a h a p o s t k o",SWEET,"ts eː",0
373,"Uppu (Kyin Dwe)",chin1478,20.97296,93.83817,Sino-Tibetan,BITTER,"ʔ + kʰ o",SOUR,"ʔ + tʰ u",0
374,"Uppu (Kyin Dwe)",chin1478,20.97296,93.83817,Sino-Tibetan,BITTER,"ʔ + kʰ o",SWEET,"ʔ ɑ m + t w i",0
375,"Uppu (Kyin Dwe)",chin1478,20.97296,93.83817,Sino-Tibetan,SOUR,"ʔ + tʰ u",SWEET,"ʔ ɑ m + t w i",0
400,Chipaya,chip1262,-18.73951,-67.89633,Uru-Chipaya,BITTER,"x a ɾ u",SALTY,"qʼ a ɾ a",0
401,Chipaya,chip1262,-18.73951,-67.89633,Uru-Chipaya,BITTER,"x a ɾ u",SOUR,"x a ɾ u",1
402,Chipaya,chip1262,-18.73951,-67.89633,Uru-Chipaya,BITTER,"x a ɾ u",SWEET,"m a ʃ qʼ a",0
403,Chipaya,chip1262,-18.73951,-67.89633,Uru-Chipaya,SALTY,"qʼ a ɾ a",SOUR,"x a ɾ u",0
404,Chipaya,chip1262,-18.73951,-67.89633,Uru-Chipaya,SALTY,"qʼ a ɾ a",SWEET,"m a ʃ qʼ a",0
405,Chipaya,chip1262,-18.73951,-67.89633,Uru-Chipaya,SOUR,"x a ɾ u",SWEET,"m a ʃ qʼ a",0
1958,Chokri,chok1243,25.6833,94.2667,Sino-Tibetan,BITTER,"k ə + kʰ u",SOUR,"k ə + kʰ r o",0
1959,Chokri,chok1243,25.6833,94.2667,Sino-Tibetan,BITTER,"k ə + kʰ u",SWEET,"k ə ŋ u",0
1960,Chokri,chok1243,25.6833,94.2667,Sino-Tibetan,SOUR,"k ə + kʰ r o",SWEET,"k ə ŋ u",0
2485,Chrau,chra1242,10.8021,107.293,Austroasiatic,BITTER,"t a ŋ",SOUR,"s aː t",0
2486,Chrau,chra1242,10.8021,107.293,Austroasiatic,BITTER,"t a ŋ",SWEET,"l a ɲ oː t",0
2487,Chrau,chra1242,10.8021,107.293,Austroasiatic,SOUR,"s aː t",SWEET,"l a ɲ oː t",0
242,Chuanqiandian,chua1248,27.51846,105.421028,Hmong-Mien,BITTER,"ʔ a ⁴³",SALTY,"tɬ eu ²⁴ + ⁿʈʂ e ⁵⁵",0
243,Chuanqiandian,chua1248,27.51846,105.421028,Hmong-Mien,BITTER,"ʔ a ⁴³",SOUR,"q ɔ ⁴³",0
244,Chuanqiandian,chua1248,27.51846,105.421028,Hmong-Mien,BITTER,"ʔ a ⁴³",SWEET,"q a ŋ ⁴³ + ʐ a ²⁴",0
245,Chuanqiandian,chua1248,27.51846,105.421028,Hmong-Mien,SALTY,"tɬ eu ²⁴ + ⁿʈʂ e ⁵⁵",SOUR,"q ɔ ⁴³",0
246,Chuanqiandian,chua1248,27.51846,105.421028,Hmong-Mien,SALTY,"tɬ eu ²⁴ + ⁿʈʂ e ⁵⁵",SWEET,"q a ŋ ⁴³ + ʐ a ²⁴",0
241,Chuanqiandian,chua1248,27.51846,105.421028,Hmong-Mien,SOUR,"q ɔ ⁴³",SWEET,"q a ŋ ⁴³ + ʐ a ²⁴",0
17,Duhumbi,chug1252,27.42,92.23,Sino-Tibetan,BITTER,"tɕʰ a k",SOUR,"tɕ u m + p a",0
18,Duhumbi,chug1252,27.42,92.23,Sino-Tibetan,BITTER,"tɕʰ a k",SOUR,"tɕ u r + p u",0
19,Duhumbi,chug1252,27.42,92.23,Sino-Tibetan,BITTER,"tɕʰ a k",SOUR,"tɕ u r + p u",0
20,Duhumbi,chug1252,27.42,92.23,Sino-Tibetan,BITTER,"tɕʰ a k",SWEET,"j ɔ ŋ + j ɔ ŋ",0
21,Duhumbi,chug1252,27.42,92.23,Sino-Tibetan,BITTER,"tɕʰ a k",SWEET,"j ɔ ŋ + j ɔ ŋ",0
22,Duhumbi,chug1252,27.42,92.23,Sino-Tibetan,SOUR,"tɕ u m + p a",SWEET,"j ɔ ŋ + j ɔ ŋ",0
23,Duhumbi,chug1252,27.42,92.23,Sino-Tibetan,SOUR,"tɕ u m + p a",SWEET,"j ɔ ŋ + j ɔ ŋ",0
24,Duhumbi,chug1252,27.42,92.23,Sino-Tibetan,SOUR,"tɕ u r + p u",SWEET,"j ɔ ŋ + j ɔ ŋ",0
25,Duhumbi,chug1252,27.42,92.23,Sino-Tibetan,SOUR,"tɕ u r + p u",SWEET,"j ɔ ŋ + j ɔ ŋ",0
26,Duhumbi,chug1252,27.42,92.23,Sino-Tibetan,SOUR,"tɕ u r + p u",SWEET,"j ɔ ŋ + j ɔ ŋ",0
27,Duhumbi,chug1252,27.42,92.23,Sino-Tibetan,SOUR,"tɕ u r + p u",SWEET,"j ɔ ŋ + j ɔ ŋ",0
2305,Chukchi,chuk1273,68.64,170.04,Chukotko-Kamchatkan,BITTER,"tɕ ə m j ə ɬ ʔ ə n",SOUR,"n ə β e ɹ n β q i n",0
2306,Chukchi,chuk1273,68.64,170.04,Chukotko-Kamchatkan,BITTER,"tɕ ə m j ə ɬ ʔ ə n",SOUR,"β e ɹ i β ə ɬ ʔ ə n",0
2307,Chukchi,chuk1273,68.64,170.04,Chukotko-Kamchatkan,BITTER,"tɕ ə m j ə ɬ ʔ ə n",SWEET,"n e t ɬ e ɣ q i n",0
2308,Chukchi,chuk1273,68.64,170.04,Chukotko-Kamchatkan,BITTER,"n ə tɕ ə m j ə q e n",SOUR,"n ə β e ɹ n β q i n",0
2309,Chukchi,chuk1273,68.64,170.04,Chukotko-Kamchatkan,BITTER,"n ə tɕ ə m j ə q e n",SOUR,"β e ɹ i β ə ɬ ʔ ə n",0
2310,Chukchi,chuk1273,68.64,170.04,Chukotko-Kamchatkan,BITTER,"n ə tɕ ə m j ə q e n",SWEET,"n e t ɬ e ɣ q i n",0
